fill	x	y	xmin	xmax	ymin	ymax
#161616	2.25	1	2.125	2.375	0.875	1.125
#414141	2.75	1.5	2.625	2.875	1.375	1.625
#535353	3	1.5	2.875	3.125	1.375	1.625
#565656	3	1	2.875	3.125	0.875	1.125
#232323	2.5	1	2.375	2.625	0.875	1.125
#636363	3.25	2	3.125	3.375	1.875	2.125
#7B7B7B	2.5	2	2.375	2.625	1.875	2.125
#BBBBBB	3.5	2.25	3.375	3.625	2.125	2.375
#131313	2.25	0	2.125	2.375	-0.125	0.125
#5C5C5C	3	2	2.875	3.125	1.875	2.125
#1E1E1E	2	1	1.875	2.125	0.875	1.125
#000000	2	0	1.875	2.125	-0.125	0.125
#9D9D9D	3.5	2.5	3.375	3.625	2.375	2.625
#2D2D2D	2.75	1	2.625	2.875	0.875	1.125
#1C1C1C	1.5	0	1.375	1.625	-0.125	0.125
#FFFFFF	3.25	3.25	3.125	3.375	3.125	3.375
#FFFFFF	3.5	1.5	3.375	3.625	1.375	1.625
#AAAAAA	3.25	2.25	3.125	3.375	2.125	2.375
#707070	2.75	0	2.625	2.875	-0.125	0.125
#393939	2.5	0	2.375	2.625	-0.125	0.125
#BBBBBB	3.5	2	3.375	3.625	1.875	2.125
#7B7B7B	2.75	2	2.625	2.875	1.875	2.125
#FFFFFF	3.75	2.75	3.625	3.875	2.625	2.875
#D4D4D4	3.25	1	3.125	3.375	0.875	1.125
#828282	2.25	2	2.125	2.375	1.875	2.125
#FFFFFF	3.75	3.25	3.625	3.875	3.125	3.375
#9D9D9D	3.25	1.5	3.125	3.375	1.375	1.625
#D4D4D4	3.75	2.5	3.625	3.875	2.375	2.625
#707070	2.25	1.5	2.125	2.375	1.375	1.625
#FFFFFF	3	4	2.875	3.125	3.875	4.125
#757575	2.5	1.5	2.375	2.625	1.375	1.625
#FFFFFF	3.5	2.75	3.375	3.625	2.625	2.875
#FFFFFF	3	2.75	2.875	3.125	2.625	2.875
#6C6C6C	1.5	1	1.375	1.625	0.875	1.125
#101010	1.75	0	1.625	1.875	-0.125	0.125
#828282	1	0	0.875	1.125	-0.125	0.125
#FFFFFF	3	2.25	2.875	3.125	2.125	2.375
#FFFFFF	3.25	2.5	3.125	3.375	2.375	2.625
#2E2E2E	1.75	1	1.625	1.875	0.875	1.125
#414141	1.25	0	1.125	1.375	-0.125	0.125
#FFFFFF	3	3	2.875	3.125	2.875	3.125
#FFFFFF	2.75	2.25	2.625	2.875	2.125	2.375
#AAAAAA	0.75	0	0.625	0.875	-0.125	0.125
#FFFFFF	3	3.25	2.875	3.125	3.125	3.375
#AAAAAA	1.25	1	1.125	1.375	0.875	1.125
#AAAAAA	2	1.5	1.875	2.125	1.375	1.625
#D4D4D4	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	2	2	1.875	2.125	1.875	2.125
