x	y	clickSelects	showSelected1
0.1154879848909	1	1	log2(tiles)=1.00 log10(pixels)=2.25
0.0527737252919756	1	2	log2(tiles)=1.50 log10(pixels)=2.75
0.0629578340845103	1	3	log2(tiles)=1.50 log10(pixels)=3.00
0.117602691690084	1	4	log2(tiles)=1.00 log10(pixels)=3.00
0.068201724066995	1	5	log2(tiles)=1.00 log10(pixels)=2.50
0.108315640082196	1	6	log2(tiles)=2.00 log10(pixels)=3.25
-0.00168944621039957	1	7	log2(tiles)=1.00 log10(pixels)=2.50
-0.0734887386354246	1	8	log2(tiles)=2.00 log10(pixels)=2.50
-0.100153287287077	1	9	log2(tiles)=2.25 log10(pixels)=3.50
-0.0710230527068307	1	10	log2(tiles)=0.00 log10(pixels)=2.25
0.0244856676991669	1	11	log2(tiles)=2.00 log10(pixels)=3.00
-0.0850526273781584	1	12	log2(tiles)=2.00 log10(pixels)=3.25
0.104145550554008	1	13	log2(tiles)=2.00 log10(pixels)=3.00
0.0681858617461617	1	14	log2(tiles)=1.00 log10(pixels)=2.00
0.05307844348342	1	15	log2(tiles)=0.00 log10(pixels)=2.00
-0.109518563029578	1	16	log2(tiles)=1.50 log10(pixels)=2.75
0.0549958615291417	1	17	log2(tiles)=2.00 log10(pixels)=3.00
-0.0644741485013451	1	18	log2(tiles)=2.50 log10(pixels)=3.50
0.0682258936139557	1	19	log2(tiles)=1.00 log10(pixels)=2.75
0.11846649219908	1	20	log2(tiles)=2.50 log10(pixels)=3.50
-0.0779021420642825	1	21	log2(tiles)=1.00 log10(pixels)=2.75
0.0766404436703421	1	22	log2(tiles)=1.00 log10(pixels)=3.00
-0.00863830616572736	1	23	log2(tiles)=0.00 log10(pixels)=1.50
0.00791845031405858	1	24	log2(tiles)=2.00 log10(pixels)=3.25
-0.0216462179787715	1	25	log2(tiles)=1.00 log10(pixels)=2.75
-0.0296303675486054	1	26	log2(tiles)=3.25 log10(pixels)=3.25
-0.110833915635467	1	27	log2(tiles)=1.50 log10(pixels)=3.50
-0.0306687130162735	1	28	log2(tiles)=1.00 log10(pixels)=2.75
0.0831441431430524	1	29	log2(tiles)=1.00 log10(pixels)=3.00
0.111727836017593	1	30	log2(tiles)=1.00 log10(pixels)=2.25
-0.116184634019569	1	31	log2(tiles)=1.00 log10(pixels)=2.50
0.037819095073274	1	32	log2(tiles)=1.00 log10(pixels)=2.50
-0.10359627377693	1	33	log2(tiles)=1.00 log10(pixels)=2.75
-0.108462542327436	1	34	log2(tiles)=2.00 log10(pixels)=3.00
-0.116184634019569	2	35	log2(tiles)=1.00 log10(pixels)=2.50
0.0902457615679317	1	36	log2(tiles)=2.25 log10(pixels)=3.25
-0.0404849854573692	1	37	log2(tiles)=1.00 log10(pixels)=2.25
-0.076058001365912	1	38	log2(tiles)=0.00 log10(pixels)=2.75
0.0797835966168101	1	39	log2(tiles)=0.00 log10(pixels)=1.50
-0.063837352959244	1	40	log2(tiles)=1.00 log10(pixels)=2.50
-0.0969100130080565	1	41	log2(tiles)=1.00 log10(pixels)=2.00
-0.0331323796458904	1	42	log2(tiles)=0.00 log10(pixels)=2.50
-0.0379016188648444	1	43	log2(tiles)=2.00 log10(pixels)=3.50
0.0111758131557314	1	44	log2(tiles)=1.00 log10(pixels)=2.75
-0.00696195131370558	1	45	log2(tiles)=1.00 log10(pixels)=2.25
-0.0152297048390837	1	46	log2(tiles)=2.00 log10(pixels)=3.25
-0.0579919469776868	1	47	log2(tiles)=1.00 log10(pixels)=3.00
0.0869567370595505	1	48	log2(tiles)=2.00 log10(pixels)=2.75
